post_id,text,disease,label
89988384,Good evening lovely mothers We noticed our 18months old DD urine has been yellowish in color for some times . Is that a sign of malaria or what ?,malaria,0
6665491,Doctor in the house: Please i need a strict diet for my mum who is a diabetic/stroke patient.Thanks in advance.,stroke,0
98229768,"well, do you know how many suspected malaria cases we test and treat daily? the lab guys go just resign jeje...if they they have to test everyone with fever that presents.",malaria,1
103606223,I think this is true. A couple of persons are strangely sick with the malaria/flu-like symptoms.I just got back from visiting a friend who claims that half the people in her office are currently sick.,malaria,1
47764166,"If you don't force yourself to relax, if you have a heart attack and you're recovering in the hospital, you will see a news flash that Buhari has flown abroad for check up and a rest. You better stop worrying about things you cannot change and live your life.",heart attack,1
30474117,its nt malaria bro... I'm impervious to malaria...,malaria,1
45001445,"I only fall sick to malaria, and injection does the cure for me",malaria,1
74455469,I’m sorry about what happened. But the truth is that you have to keep spending the money to treat him because stroke doesn’t disappear like that.,stroke,1
57330158,Ahahahahaha frustrated Osu. .....no be me go kill u.. .na that ultimatum go gv u heart attack..,heart attack,1
87151590,"They are going to group and cross match the blood you donated, they will screen the blood against hiv, hepatitis b and c and other infections and store it properly. You are paying 7000 naira for this services",hepatitis,1
105410681,"Good hospital then, but they nearly killed my wife years ago... Our first preg, they were treating my wife for malaria... Thank God we survived, but I changed them quickly as HMO... I think people running it now need to do more....Rest Dr. Obiora.....",malaria,0
47200952,You must have been given the paracetamol becauseof the malaria drugs to help reduce the effect the drugs may have on you. Your next blood analysis will show if the PCV has increased or reduced.,malaria,1
85227021,3 tabs at once. Fansidar is for prophylaxis (I.e prevention) and not for cure. You dont wait for malaria to appear.,malaria,1
11655880,"Young man, stop being emotional about politics. You will die of heart attack the way you are going. Again, do not insult my President. I will not welcome personal attacks, it only makes the readers feel you are daft. If you have your facts, lay them out lets educate you.",heart attack,2
29017566,"OP, and you say you and your friend work in a laboratory.Wonders shall never end.Na this kin people dey give malaria as result in every lab test.What a question!Oh, you are doing your Industrial Training, and you are asking this question.Nigeria is finished!No hope again.I give up!!",malaria,2
77806370,You have Malaria,malaria,0
69664046,someone will soon go back to London.... this time not for ear infection but heart attack..... Aisha is next to decamp,heart attack,2
36970351,"I'm still awake now, studying for my Bar exams. Despite this Malaria I have but I won't let that hold me back from being Called to the Nigerian Bar this year. So help me God.",malaria,0
69131181,Can drinking Agbo for treatment of malaria & typhoid cause Liver or kidney problem?,malaria,1
98495734,Vaccine for man made overated malaria?,malaria,1
89960184,"So suddenly Chroloquine has started killing people and increasing heart disease. Aba WHO. If you dont want to recommend it say so, that lie is so 1920. If chloroquine was doing that why is it still used as a malaria drug.",malaria,1
20274827,I am really impressed by this tips and I have also noted these point . This is the kind of manual that needs to be given and not the random misinformation that's at the other heart attack warning signs . Appreciate your sharing this.,heart attack,1
27911628,Lol...men na heart attack b dat ooo...,heart attack,2
18831638,"I feel much better today,been down with malaria.let me read and catch up",malaria,0
88720183,shatap Mr. Literate...I need stats of other deaths including malaria hepatitis and herdsmen...and don't tell me they aren't infectious...dead men can't go to work bullish!+ ... You be health worker or covid taskforce??,hepatitis,1
17082575,"Honeypie n Surefunmi,thanx a lot maybe na because i no knack BMM two days nw lolzzzzz,.......na malaria ohh bt am much beta nw",malaria,0
87810276,"Those ones that are testing, Malaria,typhoid ,cold and catarh...mtcheeew!",malaria,1
105559828,"Who called ""cholera"" ordinary? I wouldn't know where I would be right now if not for God and a professional doc. Cholera death with me last month coupled with ulcer and malaria. Cholera is a killer disease!",malaria,0
11239532,Nna! i go just die follow am go heaven because even though i leave heart attack fit kill me....,heart attack,2
5727606,"[color=#990000][/color]are we 4geting that both mosquito and malaria were created by GOD 4 a reason, if they are destroyd who go do their job, lol",malaria,2
89595046,"Him never still answer the question sef.Dokpesi said he was given antimalarial drugs. In other words, what they treated him for was Malaria",malaria,0
59545856,I'm so impressed! Keep it up people! We are giving them heart attack. They can't just believe it!,heart attack,2
108957556,If u want to waste your money go and meet this person. Any person telling u they can cure stroke in 7days with one magic formula is a scammer.,stroke,1
78384642,"Your bp is very okay bro..When my bp reduced to 200/110, I celebrated ..Lots of people will have a stroke with 200/112, but because I had seen numbers as high as 250/150, when it first tumbled to 200/112 it was relief for me.. My wassap number is 237.677499494..",stroke,0
710344,"yeah the HIV virus is relatively week compared to Hepatitis viruses, but we still gotta be careful sharing clippers and ish!",hepatitis,1
92393487,Nobody has died from malaria yetYou must have heard of pi.. do your researchIt's new and legit.. check my signature,malaria,1
83873685,"I think you need to take her to hospital. You have already tried 2 different anti malaria, she might need more than just that. I understand the financial handicap but let them treat her first, whilst treatment is going on, your hubby can run around for money. It is well",malaria,0
31360854,"Exact same thing I've always wondered. I'm AA but I often hv malaria typhoid. Despite what they say abt d benefits of AA, I feel it's a Borden for me to be AA. SO DEPRESSING!!",malaria,0
101611559,"Prevent Malaria Attack by using Mosquito NetKeep Yourself And Your Loved Ones Away From Mosquito, Insects and Dust Particles.Order and Get Your Tent Mosquito Net for Only",malaria,1
89131881,"I think it's fraudulent to say she died from the virus. Why not also test for Malaria, lassa fever, HIV etc. I cannot still understand why the medical community decided to take this approach in counting covid deaths",malaria,1
51226286,"Lol....Oxsam88 almost gave me heart attack too one time, though he said it was phone issue. No fears sha, millions are too small for him.",heart attack,1
97738463,Lol! Covid is ravaging more poor people than you can imagine. Most of them cannot afford ₦50k (Lagos price) to have a test done. Many would die from Coro and their family will say it's malaria.,malaria,1
93050027,tuberculosis of the mouth,tuberculosis,1
10088048,"Lmaaaaaooooo Dude, dont give yourself unnecessary heart attack over my car matter. You just sound hopelessly bitter over what, I dont know.I thought you live on $10,000/day, why are you mad now?",heart attack,2
17160499,"Smoking is dangerous plain and simple, be it man or woman, Cancer, Tuberculosis etc.. Dont know about the womb part tho",tuberculosis,1
41324060,"Someone who has stroke and who is very unconscious,can't eat or drink water. how best can the person be treated? Hospital or native/prayer healing people. Which over time has shown to be more productive and reliable? Sincere suggestions pls .",stroke,1
45157049,Sorry about your loss. This is so sad. I hope the cause of her death will be properly investigated.most nigerian hospitals know how to treat only malaria and thyphoid.,malaria,1
14447176,I would advise you withdraw any business dealings with him before yoh die of heart attack. Its better you cut your loss now and move on. People out their are heartless and thats why their police treat them like scums,heart attack,2
29733385,You want the process to be defined before u put the hiding words together Don't u know its a planed thing that the guy would just bump on them and the man had heart attack while the surprise was on That's what I can read from that line,heart attack,0
91815004,it is an extended malaria. U cant taste nor smell.,malaria,0
89961550,"No, it was banned cos of its side effects..Morninga helps in malaria? Didnt know o",malaria,1
73781065,"If you live in a malaria affected area, help your family and friends beat malaria: sleep under an insecticide treated bed net, use a mosquito repellent and see a doctor in case of malaria symptoms.",malaria,1
26035153,"<user> that man suddenly by a stroke of luck wins Lagos lotto of say 50m, He would suddenly become a man with potential",stroke,2
24845128,which of the tests can u run? Theif smh on the person that give u mbbs. Swear with amadioha u can do malaria parasite test talk more of complex ones. Spit,malaria,1
98051680,"see him face,na malaria this guy get ooo...he won use that oppotunity escape cell.smart guy",malaria,0
49895453,"Pls mama's, my pcv is 24. How do I go abt it. I alwys feel dizzy 2. My bp is 102/42.Buh my doctor said nothing abt it all, was only treated 4 malaria.",malaria,0
89899460,"This is a wrong information nothing like mysterious death, what is prevalent in bonny now is people complaining about Typhoid and malaria with symptoms of loss of taste and smell and restlessness.",malaria,1
38964803,"So our politician can only seek good medical care abroad while the hospitals dey build over here is only treating malaria, headache n cartta. Only them wanna live good life by going abroad 4 medical care. Na devil dey pushin dem one by one.",malaria,1
4321848,"<user> don't think your issue are gyn in origin. You just had malaria and typhoid. It is not uncommon to have some malaise. If you don't get your period when due, take a pregnancy test <user> you squeezing the nipples? Are your periods regular",malaria,0
35050794,I pray malaria will not develop anti drugs to resist the drug.,malaria,1
2030358,"shooo, Make becky no go die of heart attack o!",heart attack,2
98178433,Prevent Malaria Attacks With Mosquito Nets,malaria,1
59950675,They usually don't give immunization to sick babies. Be sure to tell them baby is undergoing malaria treatment.,malaria,0
90924298,Price: ‚Ç¶500Brand Name: Silicon Anti Malaria Wrist Band,malaria,1
46881283,"Gudmorning all,thanks to all those that answered me yesterday.Couldnt sleep through out the night had serious headache.Went to the hospital this morning and was diagnosed of Malaria Parasite.On drugs sha altough still feeling it.will try close early from work today to go and rest.TGIF.",malaria,0
30309145,"Chai! Moca no go give some people high blood pressure o! Speaking of blood pressure, someone check mine abeg o!! All these magnificent creatures we are beholding on this thread are fitting to cause heart attack sef!",heart attack,1
51226546,"Sorry dear. Depression untop malaria. Abeg oo. Dont be depressed again. God's complete healing be yoursThat may even be the name of the hospital. Sounds a bit familiar. He is also an elderly man. Tall, dark in complexion and a strong Christian. Will post the details lerra.",malaria,0
48540230,"The pages be running like tap water, thought pregnant women are always less active?I carry yansh for una As for me MS, weakness plus always feeling cold, dunno know if its d weather, malaria or part of the package .",malaria,0
66321030,Salzburg been wan give man pikin heart attack..1&o 1.5,heart attack,1
68090487,"Be here and be speaking grammar treating malaria and typhoid while other professions are growing. In the US all Pharmacist are PharmD holders, and the government sponsors their residency training. Also in the US Physicians don't go on ward rounds without clinical Pharmacist",malaria,1
48710909,Thought hepatitis was transmitted same way as HIV? Ie blood or sex? And people actually just peck babies not French kiss them?,hepatitis,1
70868520,"You can prevent stroke permanently with this herbal mixture, people who hypertensive and diabetic are more prone to have stroke if not properly managed. However, this herbal mixture has the ability to prevent you from having stroke no matter the risk factors.",stroke,1
64922117,"My dear, last night was the hottest I had ever experienced in my life. There was no light and I fanned myself all through the night to avoid heat stroke",stroke,2
102793077,"E dey cure gonorrhea, syphilis, malaria, typhoid ,Infections, brain tumor , diarrhea,hotness of the body,ezcema, romantisim , premature ejaculation and styplocococus erus even madness . ONLY 1 #350 medicine oh.Nigerians will still buy . I no know who do us .",malaria,1
6136396,how do you expect pharmaceutical companies continue to run if a solution to malaria is found? malaria medication contributes a huge chunk of their profits you know?,malaria,1
29046802,"LMAO , if you like give urself a stroke over the matter, u should have displayed this photo instead of the first... my bad... any way.. u are still stupid for not attaching this photo in the first place ...",stroke,2
78867402,"[quote author=Pheisharah poThank you ma may God bless you. The still birth I had was traced to be cord incident and the miscarriage, my Dr said it was malaria and infections.",malaria,0
67696665,[quote author=orbgoblin post=67696432]falciparum malaria is terrible. very difficult to treat and is one of the primary cause of fatalities in malaria cases. try artequick and try and prevent further mosquito bites. we always underestimate how easy it is for those tiny demons to reinfect us with malaria. Thanks bro...I appreciate.,malaria,1
88690271,You have no choice! Yes it is coupled with the fact that we are already used to Malaria and malaria treatment... Maybe. But I sincerely think the owners of Lagos are tired of the sham. The lockdown will end next week Monday. We must all go back to work...,malaria,1
27375281,"From contributions so far,its safe to say that blood genotype alone are not enough indications of susceptibility to malaria but when combined with blood group they become significant",malaria,1
78655867,"is she running temperature at intervals? Have you tried steam inhalation or nasal drops too?since she's not taking any meal, that's a sign of discomfort and loss of appetite.I will advice you take her to the hospital and run tests for malaria and infection so the doctor can prescribe the right medication.cheers",malaria,0
38576414,Do you have other symptoms? Could screen for malaria and the like. Are you of menopause age?,malaria,1
58908021,I love this woman so much! She is a role model to many. Some people will have heart attack over this news. Where is osho baboon Let him come and wail because the great amazon is soaring higher.,heart attack,2
13283278,Thanks. Banned as usual for fighting DEMONS with multiple IDs on NL. . . I always let the world know with my signature below. I don't know adults who stroke their belly buttons o.I read it from you.They sure won't do that in public view ke. . . Haba!!!!,stroke,2
27758916,"Pls what drugs can one use to reduce high sugar level of about 15 and blood clog to avoid stroke.Pls, how fast can a woman that stroke affected her left hand and leg recover and which is the best medical method. It does seem to have brain effect just her mouth n left hand and left leg.",stroke,1
91764147,Better so you won't have heart attack..,heart attack,2
90348777,Do you not know that the symptoms of seroconversion can mimick malaria and many other illnesses? Be guided!,malaria,1
40363105,Using paracetamol to cure malaria.You want the to grow the same businesses you are crippling with your knee jack forex policies?,malaria,1
86282882,So said the idiots who can't even tackle common malaria,malaria,2
89110977,"You will never see the malaria crew here. When recoveries are announced, they will be jumping up and down shouting malaria.",malaria,1
10958499,"Its true, but aspirin is actually a pain reliever and equaly works as a blood thinner hence good in preventing blood clots in people at risk of stroke of heart attack or other vascular events like hypertention.pls get your facts b4 going to press.",stroke,1
63932543,"It's malaria jare, don't mind her",malaria,0
65353720,na for dream u see DAT Valencia 41odds abi na malaria dey worry u,malaria,2
13822337,"the husband Kwaata suffered an instant stroke, with pimples and boils growing on his teeth",stroke,0
46304664,na yu heart attack dey worry,heart attack,2
83091857,REGIONS STROKE AND NEUROSCIENCE HOSPITAL PURPLE CLINIC FREE EPILEPSY CLINIC. THIS CLINIC HOLDS EVERY THIRD THURSDAY OF THE MONTH,stroke,1
85316080,What are the malaria like symptoms that you do experience?,malaria,0
12384036,MY BROTHER NA HATE DEY WORRY THEM.THEY DONT BELIEVE THAT THE MAN THEY HATE SO MUCH IS ACTUALLY TURNING THINGS AROUND.VERY SOON DEM GO GET HEART ATTACK FOR GEJ MATTER THEM AND SAHARA LAIRS,heart attack,2
89219487,so the malaria you buy drugs over the counter for to treat has become very hard and deadly to treat rite...I just wish u can get infected and learn personally,malaria,1
106716962,".Amitryptyline you mean.Yeah, it can help. Just like other sedative /hypnotics like diazepam and bromazepam, they are not meant to be taken for a long time. One can easily become addicted to them.Hows your lifestyle like, any changes lately?Any signs of malaria?How's your BP like?Nature of work +",malaria,1
5783029,"Please, i need some advice and information on importation of anti malaria and antibiotics medicines from China. i have already gotten a pharmacist who wants to partner with me in this venture.Please how lucrative is this venture and what are the challenges. How much can one budget for this?",malaria,1
100357462,"thank god i don't have doctor i treat my self with goggle never been to hospital for serious treatment since i was born,only 6time out of my years on earth i have gone for malaria nor fever test only",malaria,0
46064578,"Welcome to the preggy thread Roseval. Have a healthy and fruitful pregnancy.Are sure you have malaria? Pregnancy symptoms mimic malaria o, high temp, body ache, loss of appetite etc.Do a test to be sure first.",malaria,1
44226008,"I worked out well on Saturday.... I went for 3 hours of swimming.On Sunday, I had fun swimmingYesterday wasn't different... When you do butterfly stroke well, it is fun..I didn't go today..I will be at it tomorrow morning.Hello Mrs Bubu",stroke,1
9746251,38.8 is high temperature.And it doesn't sound like malaria.He needs to see a paediatrician ASAP.,malaria,0
56282586,Pls who has taken waipa malaria drug for the first time? Pls save a life by telling us the effects,malaria,1
68348443,"Na why I like inplay o. Imagine say person pick home to win, em go get blokos heart attack before game finish",heart attack,2
2308995,IS IT TRUE THAT STROKE CANT BE CURED AND ALSO IT IS AFFLICTED TO SOME PEOPLE BY WITHCHES?PLS ADVISE ME,stroke,1
102948419,"Might be Tuberculosis, go hospital for confirmation",tuberculosis,0
106725090,"What he needs is a good wife. You guys should get a wife for him and all that will end. Had a brother like that too, first son too and just same thing, later got a wife for him and all that ended. Unfortunately, we lost him last year to heart attack.",heart attack,0
46618309,Its d same as fansidar and its safe. Usu given to prevent malaria in pregnancy and shld b taken b4 36wks.,malaria,1
43160125,I didnt even see tuberculosis,tuberculosis,0
78484076,"Our Ancestors pre contact with Man-kind (non blacks) NEVER had cancer, malaria, Aids etcAnyone saying otherwise is a liar or under the influence of liars",malaria,1
58090903,"This list is incomplete. Head injury, meningitis and stroke are other causes laymen should know.",stroke,1
37936398,"After causing my father a heart attack, killing a uni port student and a Unilag student within a space of 2 weeks. Who needs to fight book haram when you have Nigerian nurses around and unarmed",heart attack,0
108568957,that na coro take b12 and malaria drugs and blood medicine u will be fine trust me,malaria,0
91786648,I have not checked BP . I am a young person. Could be heart attack? I'm worried,heart attack,0
52650084,"I don go, dem say na malaria",malaria,0
99767980,are you having a stroke?,stroke,1
35845321,"/It is called ""the silent killer"" for a reason.With the level of stress in Nigeria, people should keep an eye on their blood pressure. Your uncle in the village did not send that stroke. \",stroke,1
90596141,Weda malaria or covid...na still good news We surely will overcome this,malaria,1
84542421,"I thought Most NIGERIANS always call our MEDICAL DOCTORS, MALARIA and TYPHOID DOCTORS...U claim u hate Medical Doctors, yet you are rushed to your so called ENEMY when SICK and deranged...I guess u really need mental Check as well, as part of hospital evaluations. Please where are those PEOPLE ...?",malaria,0
66793907,Why are you disturbing yourself? I have told you that I don't even have a first school leaving certificate. Dr malaria and typhoid specialist.,malaria,2
34432385,Mehn diz is gud news! My malaria can now be cured with the help of an 11yr old damsel. tank u #senate! Time for some good hunting. U Guys can crucify me for this...Ah don't care! Ah wanna have some gud time with those baes!,malaria,0
81279150,"How old is the stroke? What treatments has he been receiving?In stroke recovery early reporting is very important for fast recovery. We offer hyperbaric oxygen therapy, hbot for stroke patients. Please read our other articles on hbot. You may equally do your own research.",stroke,0
16050767,Thank GOD this buharan man default brain have been scattered otherwise... pls let no one restore it..chei! malaria president indeed.,malaria,1
45019887,"am loving this but to discontinue the game. am that OPT guy. remember?meanwhile, ask the Doctor what you can do about ya genotype against malaria",malaria,1
14944416,"Una go give this man heart attack,",heart attack,1
72063950,Heart attack for the Buharideens.,heart attack,1
1945183,<user> Hepatitis C patients are allowed to breastfeed their children. The only exception is HIV mothers,hepatitis,1
60129735,"what you said is correct but I started taking malaria drugs since three days ago and I noticed changes, please should I see a doctor now or later",malaria,0
14268156,i got a call today that my father had a mild stroke so i will like to know what are the causes and of course the preventive measures. thank you,stroke,0
26482882,"I know 1 or 2 doctors working for LGs. They only treat malaria; administer chloroquine but nothing noteworthy. They lose touch with their profession without even knowing at allThey have a small budget to plunder, though.",malaria,1
105750704,"Everything is not covid related. It's a reaction from malaria drugs. Mine lasted for weeks. But I didn't stop taking garlic,lime & others with prayer before I fully recorvered. Not a good experience at all. But it thought me of those things I never knew I should be thankful for",malaria,0
83090472,"Now, you've given more details cuz you can pay as much as 1000 for malaria drugs alone as out-patient ""consultee"", let alone someone on 1 month admission.",malaria,1
6766549,"am just aving malaria, my temperature is very high now",malaria,0
61741351,"Dating a female Doctor or Nurse is not Romantic at all, I swear... She will look into your EYES.. Instead of seeing LOVE, she will see MALARIA",malaria,2
27005305,"Hello people, I used chloroquine for treating malaria, and it has been itching me a lot. I haven't been able to sleep since then. Please help me out",malaria,0
77927871,there is no malaria in Europe or Americas just in Africa. And some parts of asia,malaria,1
32068812,"BUHARI WILL WIN IN A MALARIA-DREAM! IN FACT, APCSHOULD PREPARE OXEGEN FOR BUHARI because HE'LLCOLLAPSE & ENTER COMA AFTER JONATHAN ISDECLARED THE WINNER OF 2015 ELECTION. NO BE NOISE!GEJ ALL THE WAY TILL 2019!!!!!!!!",malaria,2
12125278,But this one isnt about someone choking me o. Im just trynna wake up but I cant. I cant move any part of my body (almost like a stroke type thing),stroke,0
87361946,Corona dey plenty for Naija....just it dey fall under malaria tag,malaria,1
24594151,Oponu Leave that Ajegunle or you will just die of malaria I dey jaree,malaria,2
57920418,CHAIwhat a heart attack pictures and pains to afonjo skulls,heart attack,1
68758749,Did you just say wait one more week. I'm not sure you ve had a good symptom of malaria dear. Mind you that fever or whatever symptom is not healthy for you nor your baby. Well the ball is in her court to play depending on how she feels,malaria,1
97127423,you're wasting your time bro. The average Nigerian/anti-covid calls anything fever and headache MALARIA.,malaria,1
90632396,I treated malaria last month.,malaria,0
17842887,"Mine's got to be having malaria, typhoid and hepatitis at once. Darn thing almost killed me.",hepatitis,0
6377264,nothing conclusive says she's got malaria,malaria,0
97979839,"who will report a poor man or a man who instead of going for covid test would rather remain home and do self medication taking malaria drugs and paracetamol,truth is the figures are even lie bse ncdc is undertesting to start with brase up and stay safe",malaria,1
76791240,Am good. Just recovering from malaria The bump is increasing every day and i wonder how big i will be in the 9th month.,malaria,0
10418559,"At all posters telling us they became millionaires at 22,23 one pesin even talk 19? Na wao o! Una wan give man pikin HEART ATTACK. Pls show me the way o!",heart attack,2
44477933,"Nhis that barely covers for good malaria treatment Anyway, I don't think nhis covers fertility treatment, much more ivf...",malaria,1
99237076,Witch doctor died.Wicked sister inlaw instantly had a stroke.May God's mercy be upon us all o.,stroke,2
36747123,he called me dis evening when i was down wit malaria and he promised to give some money to buy drugs #am feeling beta now tho,malaria,0
32649857,"There is not much one can do, you have to see a doctor. Were you properly evaluated and diagnosed of malaria or are you self treating? It is possible the malaria is still lurking in your system.",malaria,0
76795119,Do you know that a Dog (in USA) had a heart attack and died after seeing its handler shot? Some friendships go deeper than you can ever think of. Am sure the shock of loosing her friend prompted the attack.,heart attack,0
83446216,Hmmm I dont know. How far gone are you and is the malaria that serious ? I know fansidar is safe.,malaria,0
42351624,Give the op a break. My grandma had a stroke before she finally agreed to stop pounding yam. This people hate you telling them that they are too old for this or that and it is quite understandable. Accusers of the brethren. Abegi!,stroke,0
6119998,"that's crazy, i believe is case of carelessness from parents,,,,a good stroke of the kain will correct the kid",stroke,2
6473469,"i want to assume you have a serious case of malaria today, so i will not say anything to you.",malaria,0
89437920,we are being told that covid 19 didn't have cure yet. yet the coro hospital keep discharging. hope it is not malaria/fever patient that are being counted as covid 19 patient. This their story is not adding up,malaria,1
83027068,That feeling when your idiot friend make you go buy dead game claim say na sure source. Played with 8k... all burn.B921ATETRCRRCW-1548442B936ATETRCQCWR-1548442B935ATETRCSACQ-1548442Thank God for recovery B957ATEZAEPPTE-1548442 but Netherlands nearly give me heart attack sha,heart attack,2
31225542,Maybe it is but then again maybe it isn't - it depends on which side (of the partisan divide) you're on. I don't stroke egos. Some truths have to be served raw...offended sensibilities not withstanding.,stroke,2
51037061,Economy no go give me heart attack o....Economy no go give me high blood pressure oh....,heart attack,2
4180051,"i had malaria , got treated, bt up till now i feel like vomiting and saliva keeps rushing 2 my mouth, av dewormed,,,used avomine ,,,dnt knw wat 2 do.am a guy 4 crying out loudam nt pregnantpls anybody with a preferred solution",malaria,0
60057129,It's call tea leave and is use for malaria.,malaria,1
91490939,bia! There's coro but diz one is malaria/typhoid.this is not the best time to fall sick,malaria,1
94555172,You need urgent medical attention. These are symptoms of an incoming stroke,stroke,1
89395132,They just have malaria symptoms?,malaria,1
47327418,"Many Nigerians never deem it necessary to use the waste bin, thereby exposing themselves to dangers. Health issues such as malaria and typhoid is prominent in such places. We should fight against cholera, it is a killer.PREVENTING CHOLERA WITH THE BEST WAYS",malaria,1
60597619,"The one that even while he's admitted for acute malaria, he still manages to move snake news to front page...",malaria,0
52623472,D fear of having a gay son will make a Christian mother even pay ashawo for her son D tin wey fear them pass wayward son na gay son so OP try and become a wayward son so that ur mother will not due of heart attack,heart attack,2
75321736,"Answer the Question and Stop saying Rubbish!Does it Cure Cancer, Stroke, CKD, Diabetes etc. Like you people claim?This is a Big issue.Bunch of Useless Pathetic Scammers! Barawos!Spits!",stroke,0
25078757,"Na malaria dem find vaccine for, nt ebolaAbeg, i dey fear dis ebola ooo,,,i have decided that nobody will shake,hug,touch me again even my pastor and gf.....THE FEAR OF EBOLA IS D BEGINING OF LONG LIFE",malaria,1
73352615,Is the doctor one of the numerous quack littered across the country parading themselves as doctors whose specialties are typhiod and malaria treatments not to mention the use of tramadol as the standard painkiller?,malaria,1
39562853,"If there is ballery do wine, beer nah morning Headache.Beer nah Malaria parasite..",malaria,2
46299772,"Am just recovering from a dreadful malaria all thanks to those armour wearing,boko haramish mosquitoes that are more resistant to common insecticides.Drastic times call for drastic measures.",malaria,0
49177321,"No wahala, it wasn't that it can't be treated in Benin, the guy thought it was ordinary malaria as at when he got to Ondo till the Med test prove other-wise.Hospitals in Benin including UBTH are equal to the task.",malaria,1
63615501,"When the Polio and tuberculosis vaccines, Hiv drugs, e.t.c in storage finishes, i hope your govt will look to the Arab league for funding or better still do it yourself.If your govt goes cap in hand to America henceforth, Donald Trump could serve your nation a public disgrace.",tuberculosis,1
51222383,"yes ma, i don't mind having his name and contact... I use chanel hospital here cos every1 says the man is a gud gynea, he is an elderly man.. Sorry for the late response, i just got beta frm malaria/depression. Babydust",malaria,0
34572075,Ignoramus...... Dis you know how many people die each year from tuberculosis gotten from fura da nono? It should also be banned,tuberculosis,1
53701877,"I take God beg uProcold has been ban since 2014 or so it cqn cause STROKE___PHENYLPROPANOLAMINE :cold and cough. Reason for ban : stroke.Brand name : D’cold , Vicks Action-500, Procold etc",stroke,1
43052514,"What sort of fvckery is this Capillaries burst? Just like that? With all due respect to you OP and your Chinese professor, why deceive people on the actual common causes of death during a stroke? Why not tell them the truth?",stroke,0
84303773,You have malaria!Whats the subject matter here and what are you saying.,malaria,0
90721139,"Do you know that AIDS doesn't kill? It weakens your immune system and common sickness eventually kills you. So, because the AIDS patient died of tuberculosis, will you say their personal sickness (Tuberculosis) killed him? Please change your mentality.",tuberculosis,1
16249347,"About time.many years ago, I took herbs whch was a combination of dogon yaro, pawpaw, orange and mango leaves all boiled for the treatment of malaria. It took me several years after to fall ill again from malaria. Today, Artesunate every 3mths is in my budget.",malaria,0
54000680,"......been always having malaria symptoms until I went for test And I was diagnosed of moderate growth of staph,which I treated but few months later it reappear I was ask to come for another treatment but money has bee my issue hv only been managing it with antibiotics.. 2461177317 Eco bank",malaria,0
67026797,"Shaai.. if dis one bite u, na life long malaria be dat...",malaria,2
53317782,"Plus you may have untreated malaria or typhoid. It serves as an indicator for me when I'm infected with either. As soon as I am treated, it goes away. You may run tests on the above to check.",malaria,1
14823474,Malaria most common among other deadly diseases in our environment.,malaria,1
44922371,"Sorry dear,Stroke is not something one should experience.my father in law had stroke last year but I thank God he is fine now.we massaged and used some swissgarde products and within a few weeks he was back to normal.",stroke,0
19177311,This one is for doctors. I'mgetting these sharp and uncomfortable pains underneath my big toe. Initially anytime I took malaria and typoid drugs it goes off. Ifeels as if there's a pin there. I don't know what to do. Please someone help me out.,malaria,0
104234769,"What's happening, is this shit back again or what? I know almost even Nigerian is sick of malaria this time.",malaria,1
7392562,<user> <user> try not to give urself heart attack o!,heart attack,2
65833997,Yes I am a physiotherapist. you wrote that your mum had stroke. When did it happen? which side of Lagos are you?,stroke,0
71578079,Take it easy man! Don't give some people heart attack! It is too early abeg biko,heart attack,1
88241881,Is 22 cases of malaria not coro,malaria,1
90283356,"Good evening house,How Can I handle recurring malaria.Is Primaquine advisable?How much does it sold in Nigeria?Thank you",malaria,0
8213312,"Now that the banned ones have been named, can we have the list of accepted malaria drugs? You can't ban without giving alternatives na. . .",malaria,1
29153556,blame it on malaria,malaria,1
81498907,"I recently heard, she has high vp. You mean to say high BP? If that is the case, then look no further for the ailment. She has STROKE.",stroke,0
2317345,"I had malaria which was accompinied by sore throat. i ve recieved treatment 4 a wk now but d sore throat is still there though d malaria is gone. what should i do because i hardly eat or drink . i cant even swallow my saliva, am restless",malaria,0
66223937,No bite No Malaria,malaria,1
108958479,Chest pain is one of the leading symptoms of impending heart attack,heart attack,1
30911407,Sai BUHARI.Haters will surely die of heart attack.,heart attack,2
12074123,wat wul hapen wen u kiss sum1 with TUBERCULOSIS DISEASE...?pls help,tuberculosis,1
89264348,I wouldn't say they cured it with Malaria drugs. More likely the drugs did nothing and they recovered same as most other people recover naturally.,malaria,1
1016276,What is the full cost of Treatments for Malaria   ,malaria,1
31483927,"Op, It is well. Take heart.Has either of you by any chance taken any vaccinations in the past 3years? If so this may be your problem. Avoid taking any medication including malaria meds unless it is absolutely necessary.",malaria,1
69380675,"Had to do a test again and found out I still had traces of malaria and typhoid in my blood. I'm fine now, thanks everyone.",malaria,0
58024819,Lagos mosquito are resistance to any kind of anti malaria.....just saying.,malaria,2
53443772,"Please, the government should do something about hepatitis, one of my relation is really suffering coz there is no cure for it, they only talk of hiv and other sickness that can be cured but are not bothered about pple living with hepatitis, it's unfair.",hepatitis,1
91797526,na malaria u recovered from,malaria,0
77993383,I can managed the body temperature and headache. do I still need it?I just take Artemether-Lumefantrine and antibiotics.it look like the malaria is getting worst. more like they are coming out from there hiding. is it normal to feel more malaria symptoms after taking malaria medicine?,malaria,0
